id,question,link_1,link_2,predict_answer
4160,Who wrote the 'Cheese Special'?,https://en.wikipedia.org/wiki/The_Cheese_Special,https://en.wikipedia.org/wiki/Big_Mac,Allen Curtis
4161,"What does ""Steve Stone Games"" consist of?",https://en.wikipedia.org/wiki/The_Cheese_Special,https://en.wikipedia.org/wiki/Big_Mac,empty
4162,What was the name of the eldest son of Sir John Lowther?,https://en.wikipedia.org/wiki/John_Lowther_(died_1668),"https://en.wikipedia.org/wiki/Sir_John_Lowther,_1st_Baronet,_of_Lowther",Colonel Sir John Lowther
4163,What color is the hue of the stick insect?,https://en.wikipedia.org/wiki/Camouflage,https://en.wikipedia.org/wiki/Animal_coloration,Macleay's spectre
4164,What are the names of the three main communes in Ufuma?,https://en.wikipedia.org/wiki/Ufuma,https://en.wikipedia.org/wiki/Anambra_State,"Umuehi, Umunebonato"
4165,What is the name of the luxury resort located in Nevada?,https://en.wikipedia.org/wiki/Wynn_Las_Vegas,https://en.wikipedia.org/wiki/Bellagio_(resort),Wynn Las Vegas
4166,When did WightFibre's Gigabit Island project begin?,https://en.wikipedia.org/wiki/WightFibre,https://en.wikipedia.org/wiki/Internet_in_the_United_Kingdom,2017
4167,What was the date of death of Cyril Colbeau-Justin?,https://en.wikipedia.org/wiki/Cyril_Colbeau-Justin,https://en.wikipedia.org/wiki/Category:Deaths_from_cancer_in_France,7 November 2020
4168,When was the Survey and Research Center for China Household Finance established?,https://en.wikipedia.org/wiki/China_Household_Finance_Survey,https://en.wikipedia.org/wiki/Southwestern_University_of_Finance_and_Economics,2010
4169,When was The Detroit Study Club formed?,https://en.wikipedia.org/wiki/Detroit_Study_Club,https://en.wikipedia.org/wiki/Study_Club_fire,1898
4170,Who wrote and directed Bamboo Boys?,https://en.wikipedia.org/wiki/Bamboo_Boys,https://en.wikipedia.org/wiki/Ali_Akbar_(director),Ali Akbar
4171,Who were the students of the Centaurus Racing Team?,https://en.wikipedia.org/wiki/Centaurus_Racing_Team,https://en.wikipedia.org/wiki/University_of_Minnesota_Solar_Vehicle_Project,undergraduate students from the Department of Mechanical Engineering
4172,What was the name of the final Indonesian Prime Minister?,https://en.wikipedia.org/wiki/President_of_Indonesia,https://en.wikipedia.org/wiki/Prime_Minister_of_Indonesia,1967
4173,What was the only domestic event to be awarded by the ETU?,https://en.wikipedia.org/wiki/Triathlon,https://en.wikipedia.org/wiki/Alistair_Brownlee,empty
4174,How many feet high is the highest point in the Lac-Normand Wetland?,https://en.wikipedia.org/wiki/Lake_Norman,https://en.wikipedia.org/wiki/Door_Peninsula,760
4175,Which village is home to Forest Hill School?,"https://en.wikipedia.org/wiki/Forest_Hill,_Toronto","https://en.wikipedia.org/wiki/Forest_Hill,_Texas",Forest Hill
4176,How many people lived in Marquette Township in 2000?,"https://en.wikipedia.org/wiki/Marquette,_Michigan","https://en.wikipedia.org/wiki/Marquette_Township,_Mackinac_County,_Michigan",659
4177,What is the name of the station operated by a former Monte and Doris Miller husband?,https://en.wikipedia.org/wiki/Green_Acres,"https://en.wikipedia.org/wiki/Waco,_Texas",empty
4178,What country is Thailand's foremost center for traditional music?,https://en.wikipedia.org/wiki/Wat_Pho,https://en.wikipedia.org/wiki/Buddhism_in_Sri_Lanka,Thailand
4179,Which school is considered one of the top 25 in the world of dental schools?,"https://en.wikipedia.org/wiki/University_of_California,_Los_Angeles",https://en.wikipedia.org/wiki/UCSF_School_of_Dentistry,dental school
4180,How many films did Robert D. Webb direct between 1945 and 1968?,https://en.wikipedia.org/wiki/Robert_D._Webb,https://en.wikipedia.org/wiki/Love_Me_Tender_(film),16
4181,"Which arena is located in Waco, Texas?",https://en.wikipedia.org/wiki/Ferrell_Center,https://en.wikipedia.org/wiki/McLane_Stadium,Paul J. Meyer Arena
4182,What does Btesh spend most of his life doing?,https://en.wikipedia.org/wiki/Richard_Anthony_(singer),https://en.wikipedia.org/wiki/Syrian_Jews,empty
4183,Who wrote The New Planets: An Illustrated Voyage to Planets Beyond Our Sun?,https://en.wikipedia.org/wiki/Infinite_Worlds_(book),https://en.wikipedia.org/wiki/Exoplanet,Ray Villard and Lynette Cook
4184,What was the date of death of Guido Reni?,https://en.wikipedia.org/wiki/Guido_Reni,https://en.wikipedia.org/wiki/Massacre_of_the_Innocents_(Reni),18 August 1642
4185,What was Henrique de Senna Fernandes born?,https://en.wikipedia.org/wiki/Henrique_de_Senna_Fernandes,https://en.wikipedia.org/wiki/Talk%3AHenrique_de_Senna_Fernandes,"October 15, 1923"
4186,What was the name of the successful post-WWII group that she was a member of?,https://en.wikipedia.org/wiki/Hitler_Youth,https://en.wikipedia.org/wiki/Abstract_expressionism,Hitler Youth
4187,How many teams were invited to the NCAA Tournament?,https://en.wikipedia.org/wiki/NCAA_Division_I_Men%27s_Basketball_Tournament,https://en.wikipedia.org/wiki/National_Invitation_Tournament,32
4188,What purpose does the Pigface Island Conservation Park have?,https://en.wikipedia.org/wiki/Pigface_Island_Conservation_Park,https://en.wikipedia.org/wiki/Category:Protected_areas_established_in_1968,conserving a sea
4189,What was the name of the third album by Australian death metal band Parkway Drive?,https://en.wikipedia.org/wiki/I_Killed_the_Prom_Queen,https://en.wikipedia.org/wiki/Bring_Me_the_Horizon,empty
4190,What Netflix release date was the film released?,https://en.wikipedia.org/wiki/List_of_Netflix_original_films_(since_2021),https://en.wikipedia.org/wiki/Lists_of_Netflix_original_films,2015 2017
4191,Which artist currently lives in New York City?,https://en.wikipedia.org/wiki/Yoko_Ono,https://en.wikipedia.org/wiki/Culture_of_New_York_City,Ono
4192,What was Captain John Norwood VC's date of death?,https://en.wikipedia.org/wiki/John_Norwood,"https://en.wikipedia.org/wiki/Sir_John_Smyth,_1st_Baronet",8 September 1876 8 September 1914
4193,What is the notable burial place of David Walker?,https://en.wikipedia.org/wiki/Walker_Family_Plot,https://en.wikipedia.org/wiki/David_Walker_(abolitionist),The Walker Family Plot
4194,What was the name of the single that first reached number one on the Hot Country Singles chart?,https://en.wikipedia.org/wiki/List_of_Hot_Country_Singles_number_ones_of_1968,https://en.wikipedia.org/wiki/List_of_Billboard_number-one_singles,empty
4195,"What does the word ""Waqar"" mean?",https://en.wikipedia.org/wiki/Waqar,https://en.wikipedia.org/wiki/Waqar_Younis,dignity or honor
4196,"What is the meaning of the Irish word ""letter""?",https://en.wikipedia.org/wiki/Irish_orthography,https://en.wikipedia.org/wiki/Ogham,empty
4197,What was the only previous team to win a major trophy?,https://en.wikipedia.org/wiki/Tottenham_Hotspur_F.C.,https://en.wikipedia.org/wiki/MLS_Cup,Serie A
4198,What species is the only one of the alpine and sub alpine habitats?,https://en.wikipedia.org/wiki/Montane_ecosystems,https://en.wikipedia.org/wiki/Ecology_of_the_Rocky_Mountains,empty
4199,What does the M578 light recovery vehicle utilize?,https://en.wikipedia.org/wiki/M578_light_recovery_vehicle,https://en.wikipedia.org/wiki/Armoured_recovery_vehicle,the same chassis as the M107 self-propelled gun and M110 self-propelled howitzer
4200,What was the name of the accord that was signed in June 2013?,https://en.wikipedia.org/wiki/Accord_on_Fire_and_Building_Safety_in_Bangladesh,https://en.wikipedia.org/wiki/List_of_parties_to_the_Kyoto_Protocol,the Kyoto Protocol
4201,Which British stage actress is best known for her role in The Phantom of the Opera?,https://en.wikipedia.org/wiki/Lea_Salonga,https://en.wikipedia.org/wiki/Mary_Millar,Mary Millar
4202,On what date did the Georgian railroad open?,https://en.wikipedia.org/wiki/Georgian_Railway,https://en.wikipedia.org/wiki/Georgia_Railroad_and_Banking_Company,empty
4203,What nationality is Tito Vasylyk?,https://en.wikipedia.org/wiki/Dissolution_of_the_Soviet_Union,-,Ukrainian
4204,What TV show did Ann Rowan appear in?,https://en.wikipedia.org/wiki/Ann_Rowan,https://en.wikipedia.org/wiki/Rowan_%26_Martin%27s_Laugh-In,The Riordans
4205,Who wrote the song Danny's Song?,https://en.wikipedia.org/wiki/Danny%27s_Song,https://en.wikipedia.org/wiki/Danny%27s_Song_(album),"Loggins and Messina version In 1971, Loggins and Jim Messina released Sittin' In and, although the album yielded no Top 40 radio hits, Danny's Song received a significant amount of radio airplay. Loggins"
4206,"What is the name of the song that Lee Thomas Miller sang for the episode ""Track""?",https://en.wikipedia.org/wiki/Shoot_Me_Straight,https://en.wikipedia.org/wiki/Accidental_Racist,Shoot Me Straight
4207,What was the name of Beyoncé's first world tour?,https://en.wikipedia.org/wiki/List_of_Beyonc%C3%A9_live_performances,https://en.wikipedia.org/wiki/Beyonc%C3%A9,The Beyoncé Experience
4208,Where is Flindhorn railway station located?,https://en.wikipedia.org/wiki/Findhorn_railway_station,https://en.wikipedia.org/wiki/Findhorn,"Moray, Scotland"
4209,When did the last transfer window of the season occur?,https://en.wikipedia.org/wiki/Transfer_window,https://en.wikipedia.org/wiki/Transfer_(association_football),1 July
4210,What district is Coates in?,"https://en.wikipedia.org/wiki/Coates,_Minnesota",https://en.wikipedia.org/wiki/Ta-Nehisi_Coates,central Dakota County
4211,What department is responsible for communications and postal service?,https://en.wikipedia.org/wiki/United_States_Postal_Service,https://en.wikipedia.org/wiki/General_Post_Office,The United States Postal Service
4212,Who wrote the Christmas book?,https://en.wikipedia.org/wiki/A_Christmas_Story,https://en.wikipedia.org/wiki/A_Christmas_Carol,Thomas Hood
4213,What was the name of Drake's girlfriend?,https://en.wikipedia.org/wiki/List_of_Drake_%26_Josh_characters,https://en.wikipedia.org/wiki/List_of_Drake_%26_Josh_episodes,Megan
4214,What is the name of the easily reached beach in the area called?,https://en.wikipedia.org/wiki/Omaha_Beach,https://en.wikipedia.org/wiki/Utah_Beach,X-Ray
4215,What is the marginal apparatus?,https://en.wikipedia.org/wiki/Gloss_(annotation),https://en.wikipedia.org/wiki/Minuscule_410,A collection of medieval legal glosses
4216,What was the name of the German frigate that was launched in 1918?,https://en.wikipedia.org/wiki/List_of_naval_ships_of_Germany,https://en.wikipedia.org/wiki/Imperial_German_Navy,Rostock
4217,What position did Matthias Numsen Blytt hold at the University of Christiania?,https://en.wikipedia.org/wiki/Axel_Gudbrand_Blytt,https://en.wikipedia.org/wiki/File:Axel_blytt.jpg,professor
4218,Which Primary School Book became controversial in 1925?,https://en.wikipedia.org/wiki/Scopes_Trial,https://en.wikipedia.org/wiki/The_Great_Gatsby,The Scopes Trial
4219,In what department of France is Saint-Quentin-de-Chalais located?,https://en.wikipedia.org/wiki/Saint-Quentin-de-Chalais,https://en.wikipedia.org/wiki/Saint-Quentin,Charente
4220,What does the music of Dargaard presents?,https://en.wikipedia.org/wiki/Dargaard,https://en.wikipedia.org/wiki/Catullus_101,medieval and folk-like melodies
4221,Who won the 2010–11 Papua New Guinea National Soccer League season?,https://en.wikipedia.org/wiki/2010%E2%80%9311_Papua_New_Guinea_National_Soccer_League,https://en.wikipedia.org/wiki/2011%E2%80%9312_Papua_New_Guinea_National_Soccer_League,Hekari United
4222,What's the other name of the Persatuan Sepak Bola Cilacap dan Sekitarnya Wijayakusuma?,https://en.wikipedia.org/wiki/PSCS_Cilacap,-,PSCS Wijayakusuma
4223,What kindergarten classes are offered at The Selwyn School?,https://en.wikipedia.org/wiki/Selwyn_School,https://en.wikipedia.org/wiki/Selwyn_House_School,kindergarten
4224,What is the main way Neptis hylas move?,https://en.wikipedia.org/wiki/Wikipedia:Reference_desk/Archives/Science/2013_March_12,https://en.wikipedia.org/wiki/List_of_butterflies_of_Kerala,Bing
4225,What was the name of the Allan Lane film?,https://en.wikipedia.org/wiki/Allan_Lane,https://en.wikipedia.org/wiki/Conspiracy_(1939_film),Salute to Hate to Conspiracy
4226,What was the name of the first battle of the first war of Schleswig?,https://en.wikipedia.org/wiki/First_Schleswig_War,https://en.wikipedia.org/wiki/Second_Schleswig_War,Battle of Isted
4227,Which attorneys were involved in bringing litigation to the ID movement?,https://en.wikipedia.org/wiki/American_Civil_Liberties_Union,https://en.wikipedia.org/wiki/Class_action,representative plaintiff(s) and appointed class counsel
4228,What nationality is Anna Melnikova?,https://en.wikipedia.org/wiki/Anna_Melnikova,https://en.wikipedia.org/wiki/Anna_Melnikova_(volleyball),Russian
4229,What is the capital of Estonia?,https://en.wikipedia.org/wiki/Estonia,https://en.wikipedia.org/wiki/Tallinn,Tallinn
4230,When was the UKCM created?,https://en.wikipedia.org/wiki/Mariupol_International_Airport,https://en.wikipedia.org/wiki/UK_Commercial_Property_Trust,ICAO
4231,What is the largest lake in the park?,https://en.wikipedia.org/wiki/Opeongo_Lake,https://en.wikipedia.org/wiki/Great_Salt_Lake,Opeongo Lake
4232,What is the tallest skyscraper in South Africa?,https://en.wikipedia.org/wiki/List_of_tallest_buildings_in_South_Africa,https://en.wikipedia.org/wiki/List_of_tallest_buildings_in_Africa,"Ponte City is a skyscraper in the Hillbrow neighborhood of Johannesburg, South Africa. It was built in 1975 to a height of 173 m (567.6 ft), making it the tallest residential skyscraper in Africa. The 54-story building is cylindrical, with an open center allowing additional light into the apartments. The center Between 1973 and 2019 the tallest skyscraper in Africa was Johannesburg's Carlton Centre"
4233,Where is the Bryan Mansion located?,"https://en.wikipedia.org/wiki/William_Jennings_Bryan_House_(Lincoln,_Nebraska)",https://en.wikipedia.org/wiki/R._Q._Astin_House,"506 W. 26th Street, Bryan, Texas"
4234,When was the group's second full-length studio album released?,https://en.wikipedia.org/wiki/NCT_discography,https://en.wikipedia.org/wiki/The_Album_(Blackpink_album),October 2
4235,From what source do many Arabs in Europe descend?,https://en.wikipedia.org/wiki/Arabs,https://en.wikipedia.org/wiki/Arabs_in_Europe,former French colonies
4236,"When was ""The Cat Came Back"" written?",https://en.wikipedia.org/wiki/The_Cat_Came_Back,https://en.wikipedia.org/wiki/The_Cat_Came_Back_(1988_film),Christmas 1893
4237,Who named the blind skink Dibamus smithi?,https://en.wikipedia.org/wiki/Dibamus,https://en.wikipedia.org/wiki/Mountain_blind_skink,Greer
4238,What was the name of the ship that was scrapped in 1937?,https://en.wikipedia.org/wiki/List_of_ocean_liners,https://en.wikipedia.org/wiki/HMS_Maidstone_(1937),HMS Maidstone
4239,It is a species of which type of plant?,https://en.wikipedia.org/wiki/Plant,https://en.wikipedia.org/wiki/Cannabis,green plant (Viridiplantae) divisions. About 85 90 of all plants are flowering plants
4240,Who won the 1971 Austrian Grand Prix?,https://en.wikipedia.org/wiki/1971_Austrian_Grand_Prix,https://en.wikipedia.org/wiki/Austrian_motorcycle_Grand_Prix,Jo Siffert
4241,Where is tricholoma davisiae found?,https://en.wikipedia.org/wiki/Tricholoma_davisiae,https://en.wikipedia.org/wiki/File:Tricholoma_davisiae_234065.jpg,empty
4242,What was the date of Carmen Dragon's death?,https://en.wikipedia.org/wiki/Carmen_Dragon,https://en.wikipedia.org/wiki/Daryl_Dragon,"March 28, 1984"
4243,Where is Kingston Mines located?,"https://en.wikipedia.org/wiki/Kingston_Mines,_Illinois",https://en.wikipedia.org/wiki/Kingston_Mines_(blues_club),"Peoria County, Illinois, United States. The population was 259 at the 2000 census. It is part of the Peoria, Illinois Metropolitan Statistical Area. Geography Kingston Mines is located at 40 33 29 N 89 46 19 W"
4244,How far is the Talaignairu village from Vedaranyam?,https://en.wikipedia.org/wiki/Kallimedu,-,30 minutes and 60 minutes
