id,question,answer,link_1,link_2,predict_answer
147,What was Hill's nickname during his junior year at BYU?,The Human Swiss Army knife,https://en.wikipedia.org/wiki/Taysom_Hill,https://en.wikipedia.org/wiki/Fred_Warner_(American_football),New Generation of Quarterbacks
148,When was he appointed Dean of the College of Cardinals?,1965,https://en.wikipedia.org/wiki/Dean_of_the_College_of_Cardinals,https://en.wikipedia.org/wiki/College_of_Cardinals,early 12th century
149,"Who first coined the term ""Demanufacturing""?",Professor Walter W. Olson and Professor John W. Sutherland,https://en.wikipedia.org/wiki/Demanufacturing,https://en.wikipedia.org/wiki/Laptop,Professor Walter W. Olson and Professor John W. Sutherland
150,What is the purpose of using correlated double sampling?,to measure electrical values such as voltages or currents that allows removing an undesired offset,https://en.wikipedia.org/wiki/Correlated_double_sampling,https://en.wikipedia.org/wiki/Active-pixel_sensor,removing an undesired offset
151,What was the former name of Charlene McMann?,Charlene McMann-Seaman,https://en.wikipedia.org/wiki/Charlene_McMann,https://en.wikipedia.org/wiki/McMann,Charlene McMann-Seaman
152,What was the name of the sixteenth album by James Brown?,James Brown Plays the Real Thing,https://en.wikipedia.org/wiki/James_Brown,https://en.wikipedia.org/wiki/James_Brown_Plays_the_Real_Thing,James Brown Plays the Real Thing
153,What was the name of the ship that was converted to a salvage ship?,Flatholm,https://en.wikipedia.org/wiki/Rescue_and_salvage_ship,https://en.wikipedia.org/wiki/SS_Normandie,USS Discoverer
154,What is the scientific name for fireflies?,Brachylampis,https://en.wikipedia.org/wiki/Firefly,https://en.wikipedia.org/wiki/Photinus_pyralis,Coleoptera
155,In what league does Marcel Sobottka play?,2. Bundesliga,https://en.wikipedia.org/wiki/Marcel_Sobottka,https://en.wikipedia.org/wiki/Frank_Sobotka,2. Bundesliga
156,Which Bologna film archive is a member of the FIAF?,Cineteca di Bologna,https://en.wikipedia.org/wiki/Cineteca_di_Bologna,https://en.wikipedia.org/wiki/Association_of_European_Film_Archives_and_Cinematheques,Cineteca di Bologna
157,What is the name of the station owned by Inyo Broadcast?,WIPX-TV,https://en.wikipedia.org/wiki/List_of_stations_owned_and_operated_by_Ion_Media,https://en.wikipedia.org/wiki/WIPX-TV,WPXH-TV
158,Who won the last lift of the Olympic program?,Leon,https://en.wikipedia.org/wiki/Olympic_weightlifting,https://en.wikipedia.org/wiki/Weightlifting_at_the_1896_Summer_Olympics_%E2%80%93_Men%27s_one_hand_lift,Women
159,What is the name of the song that was a big success in 1995?,Don't Know How to Be,https://en.wikipedia.org/wiki/Outkast,https://en.wikipedia.org/wiki/The_Notorious_B.I.G.,Formation
160,In what city did she receive the first major radio broadcast?,Paris,https://en.wikipedia.org/wiki/NBC,https://en.wikipedia.org/wiki/Patsy_Cline,New York City
161,What is the purpose of a nanofiction piece?,impart morality or even aesthetic effect to the reader,https://en.wikipedia.org/wiki/Nanofiction,https://en.wikipedia.org/wiki/Flash_fiction,fits the constraints of the website Twitter
162,What year was Saint-Lacteau first founded?,1233,https://en.wikipedia.org/wiki/Jessie_Lichauco,-,1933
163,How long did he spend as the soloist?,two years,https://en.wikipedia.org/wiki/The_Soloist,https://en.wikipedia.org/wiki/Violin_Concerto_(Sibelius),2009
164,What year was Alex A. Dallman born?,1991/1992,https://en.wikipedia.org/wiki/Alex_Dallman,https://en.wikipedia.org/wiki/Joan_Ballweg,1992
165,What was the army called during the 1920s and 1930s?,Reserve Army,https://en.wikipedia.org/wiki/Red_Army,https://en.wikipedia.org/wiki/Interwar_France,departments' rifle corps
166,What was Keith Wookey's birth name?,Wookey,https://en.wikipedia.org/wiki/Keith_Wookey,https://en.wikipedia.org/wiki/Wookey_Hole_Caves,Walter Keith Caple
167,How many caps has Moreetsi Mosimanyana won?,1,https://en.wikipedia.org/wiki/Moreetsi_Mosimanyana,https://en.wikipedia.org/wiki/Category:Notwane_F.C._players,one
168,What position was held by Peter Brotherton Spurrier at the College of Arms?,officer of arms,https://en.wikipedia.org/wiki/York_Herald,-,Heraldry Officer
169,What year was Webb born?,1958,https://en.wikipedia.org/wiki/Chick_Webb,https://en.wikipedia.org/wiki/Jimmy_Webb,1905
170,What city is Kelley Peak located in?,"Edwards County, Texas",https://en.wikipedia.org/wiki/Kelley_Peak_(Antarctica),https://en.wikipedia.org/wiki/Kelley_Peak,"Heritage Range, West Antarctica"
171,What Georgia city has the Oconee River Greenway?,Athens,https://en.wikipedia.org/wiki/Oconee_River,https://en.wikipedia.org/wiki/Oconee_River_Greenway,Milledgeville
172,Who led the forces defending Ghent in 1453?,Simon de Lalaing,https://en.wikipedia.org/wiki/Siege_of_Oudenaarde,https://en.wikipedia.org/wiki/Revolt_of_Ghent_(1449%E2%80%931453),Simon de Lalaing
173,In what year was the Godavari district created?,1859,https://en.wikipedia.org/wiki/Godavari_District,https://en.wikipedia.org/wiki/West_Godavari_district,1859
174,How many people live in the administrative district?,2913940,https://en.wikipedia.org/wiki/Bavaria,https://en.wikipedia.org/wiki/Administrative_division,1
175,What was the name of the county-wide fire and rescue service?,Wiltshire Fire and Rescue Service,https://en.wikipedia.org/wiki/Lancashire_Fire_and_Rescue_Service,https://en.wikipedia.org/wiki/Wiltshire_Fire_and_Rescue_Service,The Lancashire Fire and Rescue Service
176,How many shops are located in The Overgate Centre?,over 60,https://en.wikipedia.org/wiki/Overgate_Centre,https://en.wikipedia.org/wiki/Wellgate_Centre,over 60
177,What was the name of the book written by Hill Harper?,Letters to a Young Brother,https://en.wikipedia.org/wiki/Hill_Harper,https://en.wikipedia.org/wiki/Letters_to_a_Young_Brother,Wearing Purple
178,When was the Secondary School of New Zealand founded?,1990,https://en.wikipedia.org/wiki/Education_in_New_Zealand,https://en.wikipedia.org/wiki/Grammar_school,empty
179,What is the name of the Missouri literary magazine that was founded at the University of Missouri in St. Louis?,Natural Bridge,https://en.wikipedia.org/wiki/University_of_Missouri%E2%80%93St._Louis,https://en.wikipedia.org/wiki/Natural_Bridge_(magazine),SGA was started in 1963
180,Who did Crown Princess Minhoe marry?,Crown Prince Sohyeon,https://en.wikipedia.org/wiki/Crown_Prince_Sohyeon,https://en.wikipedia.org/wiki/Crown_Princess_Minhoe,Sohyeon
181,In what city is Jennifer K Dick born?,Minnesota,https://en.wikipedia.org/wiki/Jennifer_K_Dick,https://en.wikipedia.org/wiki/List_of_people_with_surname_Dick,New York
182,What was the name of the collection of states and provinces under the Prussian king?,The Kingdom of Prussia,https://en.wikipedia.org/wiki/Kingdom_of_Prussia,https://en.wikipedia.org/wiki/Prussia,Hohenzollern Castle Collection
183,What is Richard Neave?,British expert in forensic f ci l reconstruction,https://en.wikipedia.org/wiki/Richard_Neave,"https://en.wikipedia.org/wiki/Sir_Richard_Neave,_1st_Baronet",a British expert in forensic facial reconstruction
184,"What was the subject of Adam's ""Primacy of Love""?",theological study of love,https://en.wikipedia.org/wiki/Arius,-,empty
185,When was Mower ranked among the 50 best places to work in advertising?,2014 and 2012,https://en.wikipedia.org/wiki/Eric_Mower_and_Associates,https://en.wikipedia.org/wiki/GEICO_advertising_campaigns,"2021, 1 2014 and 2012"
186,Who wrote the screenplay for The 49th Man?,Harry Essex,https://en.wikipedia.org/wiki/The_49th_Man,https://en.wikipedia.org/wiki/49th_Parallel_(film),Gerald Mohr
187,What year did Continental withdraw from the United States with their designs and production of the XP-10 Victrola and XP-11 Champion aircraft?,1921,https://en.wikipedia.org/wiki/List_of_Pawn_Stars_episodes,-,2012
188,What was the episode's rating?,"0,5",https://en.wikipedia.org/wiki/Nosedive_(Black_Mirror),https://en.wikipedia.org/wiki/App_Development_and_Condiments,Episode no.Series 3Episode 1
189,Who was the Oxford Classical Dictionary edited by?,Max Cary,https://en.wikipedia.org/wiki/Oxford_Classical_Dictionary,https://en.wikipedia.org/wiki/National_Latin_Exam,Max Cary
190,What is the longest river in Mexico?,The Santiago River,https://en.wikipedia.org/wiki/List_of_longest_rivers_of_Mexico,https://en.wikipedia.org/wiki/Rio_Grande,the Colorado
191,How many episodes of American Gothic aired?,13,https://en.wikipedia.org/wiki/American_Gothic_(1995_TV_series),https://en.wikipedia.org/wiki/Dark_Shadows,four
192,What is Antoņenko's nationality?,Latvian,https://en.wikipedia.org/wiki/Aleksandrs_Anto%C5%86enko,https://en.wikipedia.org/wiki/Category:Latvian_tenors,Latvian
193,what is the population of the municipality?,"653,044",https://en.wikipedia.org/wiki/Municipality,https://en.wikipedia.org/wiki/List_of_municipalities_in_Wisconsin_by_population,"100,000 or more"
194,Who was the 2015 Austrian Grand Prix winner?,Nico Rosberg,https://en.wikipedia.org/wiki/2015_Austrian_Grand_Prix,https://en.wikipedia.org/wiki/2015_Formula_One_World_Championship,Formula 1 Großer Preis von Österreich
195,How many teams competed in the Aksai League?,12,https://en.wikipedia.org/wiki/Shanghai_Cricket_Club,https://en.wikipedia.org/wiki/2018_FC_Akzhayik_season,300
196,Who wrote The Banopticon?,Paris School academic Didier Bigo,https://en.wikipedia.org/wiki/Banopticon,https://en.wikipedia.org/wiki/Panopticon,Didier Bigo
197,What was the name of the ship that was decommissioned in 1899?,Aurora,https://en.wikipedia.org/wiki/HMY_Victoria_and_Albert_(1899),https://en.wikipedia.org/wiki/List_of_ship_decommissionings_in_1899,HMY Victoria and Albert. This article needs additional citations for verification. Please help improve this article by adding citations to reliable sources. Unsourced material may be challenged and removed.Find sources HMY Victoria and Albert
198,Who wrote an autobiography about Edward O. Wilson’s childhood?,Edward O. Wilson,https://en.wikipedia.org/wiki/E._O._Wilson,https://en.wikipedia.org/wiki/Naturalist_(book),W. Moffett
199,What is the population of Taiwan?,2.1 billion,https://en.wikipedia.org/wiki/Demographics_of_Taiwan,https://en.wikipedia.org/wiki/Taiwan,23.57 million
200,What was Nagai's birth year?,1974,https://en.wikipedia.org/wiki/Takashi_Nagai,https://en.wikipedia.org/wiki/Go_Nagai,1
201,When was the HL7 Clinical Document Architecture released?,November 2000,https://en.wikipedia.org/wiki/Clinical_Document_Architecture,https://en.wikipedia.org/wiki/Consolidated_Clinical_Document_Architecture,1996)First publishedNovember 2000 (2000-11)Latest version2.02005OrganizationHealth Level Seven InternationalCommitteeStructured Documents GroupBase standardsXMLHL7 RIMRelated standardsCCDC-CDADomainElectronic health recordsAbbreviationCDAWebsiteCDA Release 2
202,What was the name of the team that won the 1975-76 Nationale A season?,Chamonix Hockey Club,https://en.wikipedia.org/wiki/1975%E2%80%9376_Indiana_Hoosiers_men%27s_basketball_team,https://en.wikipedia.org/wiki/1975%E2%80%9376_NHL_season,empty
203,How much money did the film receive in Argentina?,$305 million,https://en.wikipedia.org/wiki/Cinema_of_Argentina,https://en.wikipedia.org/wiki/Underdogs_(2013_Argentine_film),a hit
204,Who commissioned the painting?,South African financier Sir Abraham Bailey,https://en.wikipedia.org/wiki/Commission_(art),https://en.wikipedia.org/wiki/Guernica_(Picasso),private individuals
205,When was the Badminton Scotland established?,1911,https://en.wikipedia.org/wiki/BadmintonScotland,https://en.wikipedia.org/wiki/Scottish_Open_(badminton),1911
206,What was the name of Barry Martyn?,Barry Martyn Godfrey,https://en.wikipedia.org/wiki/Barry_Martyn,https://en.wikipedia.org/wiki/Sammy_Rimington,Barry Martyn Godfrey
207,What was the name of Hudson's nickname?,T-Hud,https://en.wikipedia.org/wiki/Jennifer_Hudson,"https://en.wikipedia.org/wiki/Hudson,_Massachusetts",J.Hud
208,How many hardcover volumes did the Fate game come out in 2010?,2,https://en.wikipedia.org/wiki/The_Dresden_Files_Roleplaying_Game,https://en.wikipedia.org/wiki/Stardust_Crusaders,two
209,Who played in the 1930s?,Alf Birtles,https://en.wikipedia.org/wiki/1930_FIFA_World_Cup,https://en.wikipedia.org/wiki/List_of_jazz_saxophonists,swing and big band
210,When was the Everton Football Club founded?,1983,https://en.wikipedia.org/wiki/Everton_F.C.,https://en.wikipedia.org/wiki/History_of_Everton_F.C.,1878
211,What percentage of cargo that arrives in Shiraz is from the Middle East?,25,https://en.wikipedia.org/wiki/Dubai_International_Airport,https://en.wikipedia.org/wiki/Top_Gear:_Middle_East_Special,most of the cargo for Asia and Africa
212,What year did Athletic Bucureşti win the Divizia A?,1991–92,https://en.wikipedia.org/wiki/Liga_I,https://en.wikipedia.org/wiki/FCSB,"2006 07 season, the competition was known as Divizia A, but the name had to be changed following the finding that someone else had registered that trademark. 2 The best performer is CSA Steaua București with 20 titles"
213,How many people are in the legislative branch?,29 members,https://en.wikipedia.org/wiki/United_States_Congress,https://en.wikipedia.org/wiki/Legislature,32
214,What job was Lisa Schrage originally offered?,actress,https://en.wikipedia.org/wiki/Food_of_the_Gods_II,https://en.wikipedia.org/wiki/Hello_Mary_Lou:_Prom_Night_II,girlfriend
215,What was the name of the 1980 movie that was directed by Omar Khayyam?,Neeyat,https://en.wikipedia.org/wiki/Mohammed_Zahur_Khayyam,https://en.wikipedia.org/wiki/Khandaan_(1979_film),Aakhri Khat
216,Where is the Small Press Expo held?,"Bethesda,  North Bethesda, or Silver Spring",https://en.wikipedia.org/wiki/Small_Press_Expo,https://en.wikipedia.org/wiki/Alternative_Press_Expo,library
217,Who led the Spanish army at Oppenheim?,Don Ambrosio Spinola,https://en.wikipedia.org/wiki/Capture_of_Oppenheim,https://en.wikipedia.org/wiki/Siege_of_Bad_Kreuznach,Spinola
218,When was the Natchez Museum of African American History and Culture established?,1991,https://en.wikipedia.org/wiki/Natchez_Museum_of_African_American_History_and_Culture,https://en.wikipedia.org/wiki/List_of_museums_focused_on_African_Americans,1991
219,How many people lived in Neenah in 2010?,25501,"https://en.wikipedia.org/wiki/Neenah,_Wisconsin",https://en.wikipedia.org/wiki/Neenah_High_School,"25,501"
220,How many students attend the open school program in Brighton?,18000,"https://en.wikipedia.org/wiki/Brighton_High_School_(Rochester,_New_York)",https://en.wikipedia.org/wiki/New_Brighton_Area_School_District,students from the City of Rochester
221,How many homes were affected by the fire?,9,https://en.wikipedia.org/wiki/2019%E2%80%9320_Australian_bushfire_season,https://en.wikipedia.org/wiki/Tubbs_Fire,432 397 435
222,How tall is Mont Blanc?,"4,810 m (15,780 ft)",https://en.wikipedia.org/wiki/Mont_Blanc,https://en.wikipedia.org/wiki/Mont_Blanc_(Moon),"15,777 ft)"
223,Who founded Netfrastructure?,Jim Starkey,https://en.wikipedia.org/wiki/Netfrastructure,https://en.wikipedia.org/wiki/Jim_Starkey,Jim Starkey
224,In what language does WePapers operate?,English,https://en.wikipedia.org/wiki/WePapers,https://en.wikipedia.org/wiki/WE_Charity_scandal,French
225,What position does she hold with the party?,Minister of State for Women and Children,https://en.wikipedia.org/wiki/Nancy_Pelosi,https://en.wikipedia.org/wiki/Condoleezza_Rice,She was elected as party chair for Northern California
226,How much of the Indian Army's space program is dedicated to these satellites?,30%,https://en.wikipedia.org/wiki/Military_satellite,https://en.wikipedia.org/wiki/Integrated_Space_Cell,Three stations were launched between 1973 and 1976
227,What is the symbol on the clown beetle that is suspended on a thin black stalk?,crown-like cloud-like structure,https://en.wikipedia.org/wiki/Buprestidae,https://en.wikipedia.org/wiki/Colorado_potato_beetle,empty
228,"What year did the Flying Dutchman World Championship, also known as FD Worlds, firstly take place?",1956,https://en.wikipedia.org/wiki/Industrial_Revolution,https://en.wikipedia.org/wiki/England,empty
229,For which field did he contribute most?,mathematics,https://en.wikipedia.org/wiki/Positive_psychology,https://en.wikipedia.org/wiki/Leonhard_Euler,Positive psychology
